id,bug.id,treatment,temp.avg,temp.var,hs.temp,hs.num,date.died,date.hatch,date.ovp,time.ovp,num.ovp,suc.ovp,date.3,mass.3,date.in.hs,time.in.hs,time.hs,tths1.ovp,date.out.hs,time.out.hs,date.4,mass.4,date.5,mass.5,date.em,instar.em,bled.em,mass.48em,num.em,num.coc,num.fail.spin,date.ecl,num.ecl,num.unem,load,date.end,mass.end,mongo.age,mongo.mass,instar.end,diss.wasp,diss.wasp.stage,mel,wand,pup,gen.notes,diss.notes
255,25.10_para_40.4_255,para,25,10,40,4,,2/13/18,2/19/18,12:51,1,,2/19/18,38.09,2/19/18,13:04,13:00,0:09,2/22/18,20:45,2/22/18,289.41,2/25/18,1422.09,,,,,0,,,,,,0,,,,,,,,,1,1,mass 5 taken in pm. wandered 3/3/18. Mass: 8238.55. put in pupae box. frozen 3/27/18,
256,25.10_para_42.1_256,para,25,10,42,1,,2/14/18,2/19/18,10:55,1,,2/19/18,59.83,2/19/18,11:05,13:00,2:05,2/19/18,19:22,2/24/18,73.3,,,3/6/18,4,0,125.01,1,1,0,3/14/18,1,,1,,,,,,,,,,,mass 4 taken in pm. could not remove unshed cuticle from 4-5th prolegs after molt to 4th,
257,25.10_para_42.2_257,para,25,10,42,2,,2/14/18,2/19/18,11:11,1,,2/19/18,38.84,2/19/18,11:23,13:00,1:49,2/20/18,20:05,2/24/18,150.3,2/28/18,773.97,,,,,0,,,,,,0,3/14/18,7199.36,1,0,5,,,,,,mass 4 and 5 taken in pm,
258,25.10_para_42.3_258,para,25,10,42,3,,2/14/18,2/19/18,11:29,1,,2/19/18,46.27,2/19/18,11:40,13:00,1:31,2/21/18,20:22,2/23/18,239.49,2/28/18,977.07,,,,,0,,,,,,0,3/14/18,10902.22,1,0,5,,,,,,mass 4 and 5 taken in pm,
259,25.10_para_42.4_259,para,25,10,42,4,,2/14/18,2/19/18,10:35,1,,2/19/18,55.27,2/19/18,10:50,13:00,2:25,2/22/18,20:45,2/23/18,337.29,2/28/18,1503.01,,,,,0,,,,,,0,3/14/18,14742.52,1,1,5,,,,,,mass 4 taken in pm,
260,25.10_para_40.1_260,para,25,10,40,1,,2/13/18,2/19/18,11:44,1,,2/19/18,36.07,2/19/18,11:54,13:00,1:16,2/19/18,19:22,2/22/18,389.25,2/25/18,1238.05,,,,,0,,,,,,0,,,,,,,,,1,,"head capsule damaged during ovp - mass 4 and 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th. wandered 3/5/18, mass=8577.90 . frozen for dissection.",
261,25.10_para_40.2_261,para,25,10,40,2,,2/13/18,2/19/18,12:01,1,,2/19/18,40.16,2/19/18,12:16,13:00,0:59,2/20/18,20:05,2/22/18,333.79,2/26/18,1597.73,3/5/18,5,0,3236.68,10,3,7,3/11/18,2,,10,,,,,,,,,,,mass 4 and 5 taken in pm,
262,25.10_para_40.3_262,para,25,10,40,3,,2/13/18,2/19/18,12:28,1,,2/19/18,65.68,2/19/18,12:41,13:00,0:32,2/21/18,20:22,2/22/18,349.93,2/26/18,1551.24,,,,,0,,,,,,0,3/12/18,12213.97,1,0,5,,,,,,mass 4 and 5 taken in pm,
263,25.10_para_40.4_263,para,25,10,40,4,,2/13/18,2/19/18,12:52,1,,2/19/18,51.01,2/19/18,13:04,13:00,0:08,2/22/18,20:45,2/22/18,240.92,2/28/18,1044.38,,,,,0,,,,,,0,3/14/18,11354.12,1,1,5,,,,,,mass 4 taken in pm,
264,25.10_para_0.0_264,para,25,10,0,0,,2/14/18,2/19/18,13:12,1,,2/19/18,46.11,,,,,,,2/23/18,205.5,2/27/18,1315.48,,,,,0,,,,,,0,,,,,,,,,1,1,"mass 4 and 5 taken in pm.wandered 3/5/18, mass=10196.43. put in pupation box. frozen 3/27/18",
265,25.10_para_42.1_265,para,25,10,42,1,,2/14/18,2/19/18,10:55,1,,2/19/18,78.16,2/19/18,11:05,13:00,2:05,2/19/18,19:22,2/23/18,327.97,3/2/18,1155.87,3/7/18,5,0,1643.64,3,2,1,,,,3,,,,,,,,,,,mass 4 and 5 taken in pm. removed cuticle from 3-5th prolegs after molt to 5th. no wasp emergence after 20 days,
266,25.10_para_42.2_266,para,25,10,42,2,,2/14/18,2/19/18,11:12,1,,2/19/18,38.4,2/19/18,11:23,13:00,1:48,2/20/18,20:05,2/23/18,160.68,2/28/18,670.13,,,,,0,,,,,,0,,,,,,,,,1,1,"mass 4 and 5 taken in pm. wandered 3/11/18. Mass: 10155.11. put in pupae box. pupated, but poorly--wing section short and malformed. frozen 3/27/18",
267,25.10_para_42.3_267,para,25,10,42,3,,2/14/18,2/19/18,11:30,2,,2/19/18,65.25,2/19/18,11:40,13:00,1:30,2/21/18,20:22,2/22/18,241.49,2/26/18,1229.73,,,,,0,,,,,,0,3/12/18,12087.43,1,0,5,,,,,,mass 4 and 5 taken in pm,
268,25.10_para_42.4_268,para,25,10,42,4,2/22/18,2/14/18,2/19/18,10:36,1,,2/19/18,51.24,2/19/18,10:50,13:00,2:24,2/22/18,20:45,,,,,,,,,0,,,,,,0,,,,,,,,,,,"accidentally stabbed when removing cuticle at 4th molt--culled, would not survive",
269,25.10_para_40.1_269,para,25,10,40,1,,2/13/18,2/19/18,11:46,2,,2/19/18,74.14,2/19/18,11:54,13:00,1:14,2/19/18,19:22,2/22/18,251.9,2/26/18,1119.05,3/5/18,5,0,3319.68,22,16,6,3/10/18,13,,22,,,,,,,,,,,mass 4 and 5 taken in pm,
270,25.10_para_40.2_270,para,25,10,40,2,,2/13/18,2/19/18,12:02,1,,2/19/18,66.96,2/19/18,12:16,13:00,0:58,2/20/18,20:05,2/21/18,139.43,2/25/18,715.81,3/5/18,5,1,1789.63,2,1,1,3/13/18,1,,2,,,,,,,,,,,mass 4 and 5 taken in pm,
271,25.10_para_40.3_271,para,25,10,40,3,,2/13/18,2/19/18,12:28,1,,2/19/18,64.91,2/19/18,12:41,13:00,0:32,2/21/18,20:22,2/23/18,134.52,2/28/18,554.02,,,,,0,,,,,,0,3/14/18,11614.56,1,0,6,,,,,,"mass 4 and 5 taken in pm. molted into 6th 3/6/18, mass=236703 . removed entire cuticle from 6th molt.",
272,25.10_para_40.4_272,para,25,10,40,4,,2/13/18,2/19/18,12:54,2,,2/19/18,48.05,2/19/18,13:04,13:00,0:06,2/22/18,20:45,2/22/18,341.03,2/27/18,1428.72,,,,,0,,,,,,0,3/13/18,3842.82,1,0,5,,,,,,mass 4 and 5 taken in pm,
273,25.10_para_0.0_273,para,25,10,0,0,,2/14/18,2/19/18,13:13,1,,2/19/18,67.04,,,,,,,2/22/18,362.54,2/26/18,1789.98,3/4/18,5,0,4351.2,148,124,24,3/11/18,9,,148,,,,,,,,,,,mass 4 and 5 taken in pm,
274,25.10_para_42.1_274,para,25,10,42,1,,2/14/18,2/19/18,10:56,1,,2/19/18,55,2/19/18,11:05,13:00,2:04,2/19/18,19:22,2/23/18,294.27,3/2/18,939.19,3/7/18,5,0,1629.91,10,8,2,3/13/18,5,,10,,,,,,,,,,,mass 4 taken in pm,
275,25.10_para_42.2_275,para,25,10,42,2,2/20/18,2/14/18,2/19/18,11:14,1,,2/19/18,39.18,2/19/18,11:23,13:00,1:46,2/20/18,20:05,,,,,,,,,0,,,,,,0,,,,,,,,,,,,
276,25.10_para_42.3_276,para,25,10,42,3,,2/14/18,2/19/18,11:32,1,,2/19/18,37.05,2/19/18,11:40,13:00,1:28,2/21/18,20:22,2/22/18,182.33,2/26/18,656.26,,,,,0,,,,,,0,3/12/18,9066.27,1,0,5,,,,,,mass 4 and 5 taken in pm,
277,25.10_para_42.4_277,para,25,10,42,4,,2/14/18,2/19/18,10:38,1,,2/19/18,50.91,2/19/18,10:50,13:00,2:22,2/22/18,20:45,2/24/18,136.27,,,3/6/18,4,0,491.33,3,3,0,3/12/18,3,,3,,,,,,,,,,,mass 4 taken in pm,
278,25.10_para_40.1_278,para,25,10,40,1,,2/13/18,2/19/18,11:47,1,,2/19/18,62.71,2/19/18,11:54,13:00,1:13,2/19/18,19:22,2/22/18,252.64,2/27/18,1423.22,,,,,0,,,,,,0,3/13/18,3411.83,1,0,5,,,,,,mass 4 ad 5 taken in pm,
279,25.10_para_40.2_279,para,25,10,40,2,,2/13/18,2/19/18,12:03,1,,2/19/18,69.9,2/19/18,12:16,13:00,0:57,2/20/18,20:05,2/21/18,215.75,2/25/18,1003.95,3/5/18,5,1,2294.82,9,3,6,3/12/18,2,,9,,,,,,,,,,,mass 4 taken in pm,
280,25.10_para_40.3_280,para,25,10,40,3,2/22/18,2/13/18,2/19/18,12:29,1,,2/19/18,74.86,2/19/18,12:41,13:00,0:31,2/21/18,20:22,,,,,,,,,0,,,,,,0,,,,,,,,,,,was left out of chamber over night so culled it.,
281,25.10_para_40.4_281,para,25,10,40,4,,2/13/18,2/19/18,12:55,1,,2/19/18,47.09,2/19/18,13:04,13:00,0:05,2/22/18,20:45,2/22/18,616.42,2/24/18,1375.09,,,,,0,,,,,,0,,,,,,,,,1,1,mass 5 taken in pm. wandered 3/2/18; mass = 8778.12. put in pupation box. frozen 3/27/18,
283,25.10_para_0.0_283,para,25,10,0,0,,2/14/18,2/19/18,13:15,2,,2/19/18,56.98,,,,,,,2/23/18,240.26,2/28/18,1488.78,3/6/18,5,0,4511.76,201,171,30,3/13/18,105,,201,,,,,,,,,,,mass 4 and 5 taken in pm,
284,25.10_para_42.1_284,para,25,10,42,1,,2/14/18,2/19/18,10:58,1,,2/19/18,43.38,2/19/18,11:05,13:00,2:02,2/19/18,19:22,2/24/18,118.1,3/2/18,624.1,3/8/18,5,0,1080.12,20,11,9,3/14/18,7,,20,,,,,,,,,,,mass 4 taken in pm,
285,25.10_para_42.2_285,para,25,10,42,2,2/21/18,2/15/18,2/19/18,11:15,1,,2/19/18,41.63,2/19/18,11:23,13:00,1:45,2/20/18,20:05,,,,,,,,,0,,,,,,0,,,,,,,,,,,horn damaged at ovp,
286,25.10_para_42.3_286,para,25,10,42,3,,2/15/18,2/19/18,11:33,1,,2/19/18,42.09,2/19/18,11:40,13:00,1:27,2/21/18,20:22,2/22/18,214.66,2/27/18,1889.89,,,,,0,,,,,,0,,,,,,0,,0.5,1,,"mass 4 and 5 taken in pm. wandered 3/5/18, mass=12059.12. frozen for dissection.",possible melanized eggs. no other signs of wasp
287,25.10_para_42.4_287,para,25,10,42,4,,2/15/18,2/19/18,10:39,1,,2/19/18,36.9,2/19/18,10:50,13:00,2:21,2/22/18,20:45,2/24/18,188.21,2/28/18,920.17,,,,,0,,,,,,0,3/14/18,2809.22,1,0,5,,,,,,mass 5 taken in pm,
288,25.10_para_40.1_288,para,25,10,40,1,,2/13/18,2/19/18,11:48,1,,2/19/18,62.47,2/19/18,11:54,13:00,1:12,2/19/18,19:22,2/22/18,340.58,2/26/18,1118.57,3/4/18,5,0,2027.66,8,8,0,3/10/18,6,,8,,,,,,,,,,,mass 4 and 5 taken in pm,
289,25.10_para_40.2_289,para,25,10,40,2,,2/13/18,2/19/18,12:06,1,,2/19/18,62.3,2/19/18,12:16,13:00,0:54,2/20/18,20:05,2/23/18,416.59,3/2/18,1659.18,3/7/18,5,0,2378.17,5,3,2,3/13/18,3,,5,,,,,,,,,,,mass 4 taken in pm,
290,25.10_para_40.3_290,para,25,10,40,3,,2/13/18,2/19/18,12:31,1,,2/19/18,50.92,2/19/18,12:41,13:00,0:29,2/21/18,20:22,2/22/18,219.69,2/27/18,1045.39,,,,,0,,,,,,0,,,,,,,,,1,1,"mass 4 and 5 taken in pm. wandered 3/8/17, mass=9155.37. put in pupa box. frozen 3/27/18",
291,25.10_para_40.4_291,para,25,10,40,4,,2/13/18,2/19/18,12:57,2,,2/19/18,52.69,2/19/18,13:04,13:00,0:03,2/22/18,20:45,2/23/18,348.04,3/1/18,1647.53,3/6/18,5,0,3673.05,36,23,13,3/12/18,7,,36,,,,,,,,,,,mass 4 taken in pm,
292,25.10_para_0.0_292,para,25,10,0,0,,2/15/18,2/19/18,13:15,1,,2/19/18,39.3,,,,,,,2/24/18,132.55,2/28/18,608.57,3/5/18,5,0,2210.15,116,99,17,3/11/18,79,,116,,,,,,,,,,,mass 5 taken in pm,
293,25.10_para_42.1_293,para,25,10,42,1,,2/15/18,2/19/18,10:59,1,,2/19/18,40.2,2/19/18,11:05,13:00,2:01,2/19/18,19:22,2/23/18,322.61,2/26/18,875.33,,,,,0,,,,,,0,3/12/18,2035.74,1,0,5,,,,,,mass 4 and 5 taken in pm,
294,25.10_para_42.2_294,para,25,10,42,2,,2/15/18,2/19/18,11:16,1,,2/19/18,39.91,2/19/18,11:23,13:00,1:44,2/20/18,20:05,2/24/18,154.23,2/28/18,969.7,,,,,0,,,,,,0,3/14/18,1893.86,1,0,5,,,,,,mass 5 taken in pm,
295,25.10_para_42.3_295,para,25,10,42,3,,2/15/18,2/19/18,11:34,1,,2/19/18,34.29,2/19/18,11:40,13:00,1:26,2/21/18,20:22,2/22/18,133.34,3/2/18,250.53,,,,,0,,,,,,0,3/16/18,2380.45,1,0,6,,,,,,"mass 4 and 5 taken in pm. molted into 6th 3/13/18, mass=819.48",
296,25.10_para_42.4_296,para,25,10,42,4,,2/15/18,2/19/18,10:40,1,,2/19/18,47.04,2/19/18,10:50,13:00,2:20,2/22/18,20:45,2/25/18,140.27,,,,,,,0,,,,,,0,3/14/18,375.53,1,0,4,,,,,,mass 4 taken in pm,
297,25.10_para_42.4_297,para,25,10,42,4,,2/15/18,2/19/18,10:41,2,,2/19/18,44.97,2/19/18,10:50,13:00,2:19,2/22/18,20:45,2/22/18,178.48,2/27/18,1172.68,,,,,0,,,,,,0,3/13/18,13054.13,1,0,5,,,,,,mass 4 and 5 taken in pm,
298,25.10_para_40.1_298,para,25,10,40,1,,2/13/18,2/19/18,11:49,1,,2/19/18,60.15,2/19/18,11:54,13:00,1:11,2/19/18,19:22,2/22/18,441.8,2/27/18,1512.46,3/6/18,5,0,2817.49,2,0,2,,,,2,,,,,,,,,,,"mass 4 and 5 taken in pm.food in dish dumped out before emergance was noticed, some wasp larvae lost.",
299,25.10_para_40.2_299,para,25,10,40,2,,2/13/18,2/19/18,12:09,1,,2/19/18,66.24,2/19/18,12:16,13:00,0:51,2/20/18,20:05,2/23/18,420.37,2/28/18,1407.03,3/6/18,5,1,2366.09,12,0,12,,,,12,,,,,,,,,,,mass 4 and 5 taken in pm,
300,25.10_para_40.3_300,para,25,10,40,3,3/2/18,2/13/18,2/19/18,12:32,1,,2/19/18,51.37,2/19/18,12:41,13:00,0:28,2/21/18,20:22,2/27/18,361.11,,,,,,,0,,,,,,0,,,,,,,,,,,,
301,25.10_para_40.4_301,para,25,10,40,4,,2/13/18,2/19/18,12:58,1,,2/19/18,63.98,2/19/18,13:04,13:00,0:02,2/22/18,20:45,2/22/18,463.99,2/27/18,2312.78,,,,,0,,,,,,0,3/13/18,18668.84,1,1,5,,,,,,mass 4 taken in pm,
302,25.10_para_42.1_302,para,25,10,42,1,,2/15/18,2/19/18,11:00,1,,2/19/18,36.91,2/19/18,11:05,13:00,2:00,2/19/18,19:22,2/23/18,349.43,2/27/18,909.62,3/6/18,5,0,2047.7,6,2,4,3/11/18,2,,6,,,,,,,,,,,mass 4 and 5 taken in pm,
303,25.10_para_42.2_303,para,25,10,42,2,,2/15/18,2/19/18,11:18,1,,2/19/18,34.39,2/19/18,11:23,13:00,1:42,2/20/18,20:05,2/23/18,251.35,2/27/18,894.31,,,,,0,,,,,,0,3/13/18,9691.22,1,0,5,,,,,,mass 4 and 5 taken in pm,
304,25.10_para_42.3_304,para,25,10,42,3,,2/15/18,2/19/18,11:35,1,,2/19/18,36.65,2/19/18,11:40,13:00,1:25,2/21/18,20:22,2/23/18,218.57,2/27/18,1277.81,,,,,0,,,,,,0,3/13/18,13737.83,1,0,5,,,,,,mass 4 and 5 taken in pm,
305,25.10_para_42.4_305,para,25,10,42,4,,2/15/18,2/19/18,10:43,1,,2/19/18,39.33,2/19/18,10:50,13:00,2:17,2/22/18,20:45,2/23/18,248.89,2/28/18,827.41,,,,,0,,,,,,0,3/14/18,1586.98,1,0,5,,,,,,mass 4 taken in pm,
306,25.10_para_40.1_306,para,25,10,40,1,,2/13/18,2/19/18,11:51,1,,2/19/18,46.49,2/19/18,11:54,13:00,1:09,2/19/18,19:22,2/22/18,198.71,2/26/18,584.7,3/5/18,5,0,1969.5,25,13,12,3/11/18,8,,25,,,,,,,,,,,mass 4 and 5 taken in pm,
307,25.10_para_40.2_307,para,25,10,40,2,,2/13/18,2/19/18,12:10,2,,2/19/18,53.59,2/19/18,12:16,13:00,0:50,2/20/18,20:05,2/22/18,297.29,2/27/18,1475.7,3/11/18,5,1,2491.47,1,0,1,,,,1,,,,,,,,,,,mass 4 and 5 taken in pm,
308,25.10_para_40.3_308,para,25,10,40,3,,2/13/18,2/19/18,12:34,1,,2/19/18,59.18,2/19/18,12:41,13:00,0:26,2/21/18,20:22,2/22/18,373.45,2/26/18,2424.97,,,,,0,,,,,,0,3/12/18,17785.74,1,1,5,,,,,,mass 4 and 5 taken in pm,
309,25.10_para_40.4_309,para,25,10,40,4,,2/13/18,2/19/18,12:59,1,,2/19/18,60.79,2/19/18,13:04,13:00,0:01,2/22/18,20:45,2/22/18,333.9,2/26/18,1940.66,,,,,0,,,,,,0,3/12/18,4033.15,1,0,5,,,,,,mass 4 and 5 taken in pm,
310,25.10_para_42.1_310,para,25,10,42,1,,2/15/18,2/19/18,11:01,1,,2/19/18,37.04,2/19/18,11:05,13:00,1:59,2/19/18,19:22,2/23/18,255.47,2/27/18,668.57,3/6/18,5,0,1123.86,3,1,2,3/13/18,1,,3,,,,,,,,,,,mass 4 and 5 taken in pm,
311,25.10_para_42.2_311,para,25,10,42,2,,2/15/18,2/19/18,11:19,1,,2/19/18,38.65,2/19/18,11:23,13:00,1:41,2/20/18,20:05,2/23/18,442.28,2/27/18,1663.54,,,,,0,,,,,,0,3/13/18,11866.19,1,0,5,,,,,,mass 4 and 5 taken in pm,
312,25.10_para_42.3_312,para,25,10,42,3,,2/15/18,2/19/18,11:36,1,,2/19/18,44.13,2/19/18,11:40,13:00,1:24,2/21/18,20:22,2/24/18,257.6,2/28/18,1533.8,,,,,0,,,,,,0,3/14/18,16019.21,1,1,5,,,,,,mass 5 taken in pm,
313,25.10_para_42.4_313,para,25,10,42,4,,2/15/18,2/19/18,10:45,2,,2/19/18,40.23,2/19/18,10:50,13:00,2:15,2/22/18,20:45,2/23/18,150.41,2/27/18,382.02,,,,,0,,,,,,0,3/13/18,18551.12,1,1,5,,,,,,mass 4 taken in pm,
314,25.10_para_40.1_314,para,25,10,40,1,,2/13/18,2/19/18,11:52,1,,2/19/18,73.15,2/19/18,11:54,13:00,1:08,2/19/18,19:22,2/22/18,301.94,2/27/18,2118.62,,,,,0,,,,,,0,,,,,,,,,1,,"mass 4 and 5 taken in pm. wandered 3/8/17, mass=13817.32. frozen for dissection.",
315,25.10_para_40.2_315,para,25,10,40,2,,2/13/18,2/19/18,12:13,1,,2/19/18,66.08,2/19/18,12:16,13:00,0:47,2/20/18,20:05,2/23/18,155.62,2/28/18,656.33,3/7/18,5,0,1139.55,2,2,0,3/13/18,2,,2,,,,,,,,,,,mass 4 and 5 taken in pm,
316,25.10_para_40.3_316,para,25,10,40,3,,2/13/18,2/19/18,12:36,1,,2/19/18,59.01,2/19/18,12:41,13:00,0:24,2/21/18,20:22,2/23/18,378.74,2/27/18,1768.25,,,,,0,,,,,,0,3/13/18,6067.68,1,0,5,,,,,,mass 4 and 5 taken in pm,
317,25.10_para_40.4_317,para,25,10,40,4,,2/13/18,2/19/18,13:00,1,,2/19/18,67.85,2/19/18,13:04,13:00,0:00,2/22/18,20:45,2/23/18,168.54,3/2/18,505.96,,,,,0,,,,,,0,3/16/18,1430.29,1,0,5,,,,,,mass 4 and 5 taken in pm. looked like it was preparing to molt to 6th when frozen at date.end,
318,25.10_para_42.1_318,para,25,10,42,1,,2/15/18,2/19/18,11:02,1,,2/19/18,40.54,2/19/18,11:05,13:00,1:58,2/19/18,19:22,2/24/18,246.56,,,,,,,0,,,,,,0,3/14/18,747.76,1,0,4,,,,,,,
319,25.10_para_42.2_319,para,25,10,42,2,,2/15/18,2/19/18,11:20,1,,2/19/18,36.14,2/19/18,11:23,13:00,1:40,2/20/18,20:05,2/23/18,222.33,2/26/18,985.78,,,,,0,,,,,,0,,,,,,,,,1,1,"horn damaged at ovp. mass 4 and 5 taken in pm. wandered 3/5/18, mass= 10742.02. put in pupation box.. pupated normally. frozen 3/27/18",
320,25.10_para_42.3_320,para,25,10,42,3,,2/15/18,2/19/18,11:38,1,,2/19/18,37.89,2/19/18,11:40,13:00,1:22,2/21/18,20:22,2/23/18,222.62,2/27/18,1239.97,,,,,0,,,,,,0,3/13/18,12755.43,1,0,5,,,,,,mass 4 and 5 taken in pm,
321,25.10_para_42.4_321,para,25,10,42,4,,2/15/18,2/19/18,10:47,1,,2/19/18,41.14,2/19/18,10:50,13:00,2:13,2/22/18,20:45,2/25/18,132.95,3/1/18,575.32,,,,,0,,,,,,0,3/15/18,13651.56,1,0,6,,,,,,horn damaged at ovp. mass 5 taken in pm. molted to 6th instar 3/7/18. Mass: 2837.91. removed cuticle from 5th prolegs after molt to 6th,
322,25.10_para_40.1_322,para,25,10,40,1,,2/13/18,2/19/18,11:53,1,,2/19/18,52.37,2/19/18,11:54,13:00,1:07,2/19/18,19:22,2/22/18,308.23,2/26/18,1129.84,,,,,0,,,,,,0,3/12/18,2186.12,1,0,5,,,,,,mass 4 and 5 taken in pm,
323,25.10_para_40.2_323,para,25,10,40,2,,2/13/18,2/19/18,12:15,1,,2/19/18,66.68,2/19/18,12:16,13:00,0:45,2/20/18,20:05,2/23/18,327.05,,,3/6/18,4,0,1010.65,4,4,0,3/11/18,4,,4,,,,,,,,,,,mass 4 taken in pm,
324,25.10_para_40.3_324,para,25,10,40,3,2/20/18,2/13/18,2/19/18,12:37,2,,2/19/18,39.83,2/19/18,12:41,13:00,0:23,2/21/18,20:22,,,,,,,,,0,,,,,,0,,,,,,,,,,,,
325,25.10_para_42.1_325,para,25,10,42,1,3/5/18,2/15/18,2/19/18,11:04,2,,2/19/18,43.57,2/19/18,11:05,13:00,1:56,2/19/18,19:22,2/24/18,114.08,2/28/18,406.06,,,,,0,,,,,,0,,,,,,,,,,,horn damaged at ovp. dropped 2/27/18. not injured. mass 5 taken in pm,
326,25.10_para_42.2_326,para,25,10,42,2,3/5/18,2/15/18,2/19/18,11:22,1,,2/19/18,43.58,2/19/18,11:23,13:00,1:38,2/20/18,20:05,2/23/18,176.47,3/2/18,398.38,,,,,0,,,,,,0,,,,,,,,,,,mass 4 and 5 taken in pm. bled at molt to 5th. removed cuticle from 5th prolegs after molt to 5th,
327,25.10_para_42.3_327,para,25,10,42,3,,2/15/18,2/19/18,11:39,1,,2/19/18,38.65,2/19/18,11:40,13:00,1:21,2/21/18,20:22,2/23/18,160.15,2/28/18,647.83,,,,,0,,,,,,0,3/14/18,18432.07,1,1,6,,,,,,"mass 4 and 5 taken in pm. molted into 6th 3/6/18, mass=4310.57",
328,25.10_para_42.4_328,para,25,10,42,4,,2/15/18,2/19/18,10:48,1,,2/19/18,39.48,2/19/18,10:50,13:00,2:12,2/22/18,20:45,2/22/18,200.16,2/26/18,646.92,,,,,0,,,,,,0,3/12/18,15686.44,1,1,6,,,,,,"mass 4 and 5 taken in pm. molted into 6th 3/5/18, mass =4334.43",
329,25.10_para_40.4_329,para,25,10,40,4,3/5/18,2/13/18,2/19/18,13:02,2,,2/19/18,75.2,2/19/18,13:04,13:00,0,2/22/18,20:45,2/22/18,204.29,2/26/18,1045.35,,,,,0,,,,,,0,,,,,,,,,,,mass 4 and 5 taken in pm,
330,25.10_para_42.4_330,para,25,10,42,4,,2/15/18,2/19/18,10:49,1,,2/19/18,36.8,2/19/18,10:50,13:00,2:11,2/22/18,20:45,2/23/18,180.24,2/27/18,827.14,,,,,0,,,,,,0,3/13/18,16585.88,1,1,6,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd. mass 4 and 5 take in pm. molted into 6th 3/5/18; mass = 3499.23,
331,25.10_para_0.0_331,para,25,10,0,0,,2/13/18,2/19/18,13:17,1,,2/19/18,42.38,,,,,,,2/22/18,205.62,2/26/18,1340.43,3/4/18,5,0,3133.82,99,83,16,3/10/18,70,16,115,,,,,,1,2,0,,,mass 4 and 5 taken in pm,"wasp larvae all 2nds, most looked ready to emerge. No real mel plaques, some mel, but probably from wasp emergence"
332,25.10_para_40.1_332,para,25,10,40,1,,2/13/18,2/20/18,9:32,1,,2/20/18,56.58,2/20/18,10:05,13:00,3:28,2/20/18,20:05,2/23/18,236.73,2/27/18,983.77,,,,,0,,,,,,0,3/13/18,2463.24,1,0,5,,,,,,mass 4 and 5 taken in pm,
333,25.10_para_40.2_333,para,25,10,40,2,,2/13/18,2/20/18,9:41,1,,2/20/18,43.8,2/20/18,10:05,13:00,3:19,2/21/18,20:22,2/24/18,197.14,3/3/18,1182.89,,,,,0,,,,,,0,3/17/18,2904.44,1,0,5,0,,1,,,horn damaged during ovp,"found no wasp larvae. Did find melanized plaques. maybe found teratocyes? Found spherical self contained objects, but don't know if teratocytes, pieces of fat body, or something else. Pictures taken of plaques and objects"
334,25.10_para_40.3_334,para,25,10,40,3,,2/13/18,2/20/18,9:52,2,,2/20/18,69.89,2/20/18,10:05,13:00,3:08,2/22/18,20:45,2/23/18,279.64,2/27/18,1444.78,,,,,0,,,,,,0,3/13/18,5850.91,1,0,5,,,,,,mass 5 taken in pm,
335,25.10_para_40.3_335,para,25,10,40,3,,2/13/18,2/20/18,9:50,1,,2/20/18,60.07,2/20/18,10:05,13:00,3:10,2/22/18,20:45,2/24/18,142.65,2/28/18,607.2,,,,,0,,,,,,0,3/14/18,1512.47,1,0,5,0,,1,,,mass 4 and 5 taken in pm,found no wasp larvae but what I believe to be teratacytes and a LOT of melanized plaques (eggs). see pictures.
336,25.10_para_40.4_336,para,25,10,40,4,2/23/18,2/15/18,2/20/18,10:04,2,,2/20/18,51.97,2/20/18,10:05,13:00,2:56,2/23/18,22:00,,,,,,,,,0,,,,,,0,,,,,,,,,,,,
337,25.10_para_40.4_337,para,25,10,40,4,,2/15/18,2/20/18,10:00,1,,2/20/18,68.11,2/20/18,10:05,13:00,3:00,2/23/18,22:00,2/24/18,393.42,3/1/18,2090.95,,,,,0,,,,,,0,3/15/18,4396.27,1,0,5,0,0,1,,,,no wasp larvae. Very prominent and large plaques. Structures that looked like teratocytes. Slides saved
338,25.10_para_40.1_338,para,25,10,40,1,2/28/18,2/15/18,2/20/18,9:31,1,,2/20/18,42.97,2/20/18,10:05,13:00,3:29,2/20/18,20:05,2/27/18,64.09,,,,,,,0,,,,,,0,,,,,,,,,,,mass 4 taken in pm. could not remove unshed cuticle from 3rd-5th prolegs at molt to 4th,
339,25.10_para_40.2_339,para,25,10,40,2,,2/15/18,2/20/18,9:40,1,,2/20/18,72.45,2/20/18,10:05,13:00,3:20,2/21/18,20:22,2/22/18,208.84,2/26/18,1261.6,,,,,0,,,,,,0,,,,,,,,,1,1,"mass 4 and 5taken in pm. removed cuticle from 4-5th prolegs after molt to 5th. wandered 3/7/18, mass=9671.67. put in pupation box.. wing section slightly short and malformed in pupae frozen 3/27/18",
340,25.10_para_40.2_340,para,25,10,40,2,,2/15/18,2/20/18,9:38,1,,2/20/18,61.48,2/20/18,10:05,13:00,3:22,2/21/18,20:22,2/24/18,229.21,,,3/9/18,4,0,706.48,1,1,0,3/15/18,1,,1,,,,,,,,,,,,
